fecha_consulta,tipo_interes,valor,unidad,frecuencia,fuente
2025-05-08,Moneda Nacional (TAMN),14.90,porcentaje,anual,SBS
2025-05-08,Moneda Nacional (TAMN+1),15.90,porcentaje,anual,SBS
2025-05-08,Moneda Nacional (TAMN+2),16.90,porcentaje,anual,SBS
2025-05-08,Moneda Extranjera (TAMEX),9.73,porcentaje,anual,SBS
