fecha_consulta,tipo_interes,valor,unidad,frecuencia,fuente
2025-05-05,Moneda Nacional (TAMN),15,porcentaje,anual,SBS
2025-05-05,Moneda Nacional (TAMN+1),16,porcentaje,anual,SBS
2025-05-05,Moneda Nacional (TAMN+2),17,porcentaje,anual,SBS
2025-05-05,Moneda Extranjera (TAMEX),9.84,porcentaje,anual,SBS
