fecha_consulta,tipo_interes,valor,unidad,frecuencia,fuente
2025-05-25,Moneda Nacional (TAMN),14.81,porcentaje,anual,SBS
2025-05-25,Moneda Nacional (TAMN+1),15.81,porcentaje,anual,SBS
2025-05-25,Moneda Nacional (TAMN+2),16.81,porcentaje,anual,SBS
2025-05-25,Moneda Extranjera (TAMEX),9.60,porcentaje,anual,SBS
