fecha_consulta,tipo_interes,valor,unidad,frecuencia,fuente
2025-05-15,Moneda Nacional (TAMN),15.04,porcentaje,anual,SBS
2025-05-15,Moneda Nacional (TAMN+1),16.04,porcentaje,anual,SBS
2025-05-15,Moneda Nacional (TAMN+2),17.04,porcentaje,anual,SBS
2025-05-15,Moneda Extranjera (TAMEX),9.77,porcentaje,anual,SBS
